Track,Track Version,Matcher,Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime (HH:MM:SS)
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw3/target/external-python-matcher-seals-1.0-seals.zip,ALL,0.4920890298353353,0.6053036380327114,0.2231504723101362,0.5267020223515708,0.46825396825396826,0.580327868852459,0.22839506172839505,0.5183016105417276,177,37,201,128,378,58926023121,00:00:58
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw3/target/external-python-matcher-seals-1.0-seals.zip,CLASSES,0.4920890298353352,0.7091126525091875,0.28798185941043086,0.5698072674726941,0.46825396825396826,0.6833976833976834,0.3135593220338983,0.555729984301413,177,37,201,82,378,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw3/target/external-python-matcher-seals-1.0-seals.zip,PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,46,0,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw3/target/external-python-matcher-seals-1.0-seals.zip,INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,ALL,0.7053726627301709,0.5789741475188949,0.16410624856003006,0.6201701858897091,0.6910569105691057,0.5573770491803278,0.18518518518518517,0.6170598911070779,170,30,76,135,246,58540188351,00:00:58
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,CLASSES,0.7053726627301711,0.6826432251898089,0.23078231292517004,0.6819009571352612,0.6910569105691057,0.6563706563706564,0.2542372881355932,0.6732673267326733,170,30,76,89,246,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,46,0,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw1/target/external-python-matcher-seals-1.0-seals.zip,ALL,0.774594585308871,0.5553506359132957,0.11749154207137401,0.634173238946758,0.7666666666666667,0.5278688524590164,0.12962962962962962,0.625242718446602,161,21,49,144,210,58374581162,00:00:58
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw1/target/external-python-matcher-seals-1.0-seals.zip,CLASSES,0.774594585308871,0.6520545936695005,0.1535525321239607,0.6981787416923851,0.7666666666666667,0.6216216216216216,0.17796610169491525,0.6865671641791045,161,21,49,98,210,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw1/target/external-python-matcher-seals-1.0-seals.zip,PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,46,0,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw1/target/external-python-matcher-seals-1.0-seals.zip,INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw2/target/external-python-matcher-seals-1.0-seals.zip,ALL,0.8542223649366507,0.5082419232097135,0.026346093993152818,0.6254093958336183,0.8430232558139535,0.47540983606557374,0.037037037037037035,0.6079664570230608,145,6,27,160,172,58391849580,00:00:58
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw2/target/external-python-matcher-seals-1.0-seals.zip,CLASSES,0.8542223649366508,0.5982608401127526,0.03148148148148148,0.6936974456490752,0.8430232558139535,0.5598455598455598,0.05084745762711865,0.6728538283062644,145,6,27,114,172,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw2/target/external-python-matcher-seals-1.0-seals.zip,PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,46,0,-,-
conference,conference-v1,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw2/target/external-python-matcher-seals-1.0-seals.zip,INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-
